index,text,label_text,label_code,tweet_id
464,I have sympathy for them but it accounts for less than 3% of abortions. Birth control prevents back door abortions. It taking responsibility before having sex. I wasn't ready to be a dad at 20 but I took responsibility for unprotected sex & have a wonderful 32 year old son.,Slightly believe abortion should be illegal,-1,1485035475257671683
465,"RT Why, it profits a man nothing to give his soul for the whole world. But for an abortion-tainted vaccine? ",Neutral to abortion rights/restrictions,0,1487080455501500422
466,Also lets stop telling people what is or isnt good birth control when you know nothing of their medical history. What works for some may not work for others and thats okay.,Slightly believe abortion should be legal,1,1459320816026501132
467,"Seems to me, the only thing that changed is that it's almost election time and the democrats havnt been looking too good. So they needed a couple of platforms to run on. Nothing new, like inflation, energy or the border. Their go-to has always been abortion & gun restriction.",Neutral to abortion rights/restrictions,0,1532429451992125441
468,"If the mother would lose her life, removing the baby early, with no intention of killing it *directly*, and with every intention of giving it all the care that you can, is not an abortion.",Neutral to abortion rights/restrictions,0,1468959540800471043
469,"Sex outside of reproduction is HOW WE BECAME THE DOMINANT SPECIES. We gained the ability to choose to fuck because it feels good, and thus we created society. Abortion is just one more technological innovation that frees us further from our animal instincts.",Strongly believe abortion should be legal,2,1523788651242557440
470,Catholicism is not a democracy. The numerous erroneous people who support abortion are still erroneous. That includes you or anyone (hypothetically) who happens to support abortion contrary to the clear Catholic teaching on the matter.,Strongly believe abortion should be illegal,-2,1528088783178108934
471,RT Thinking about how our first two babies were surprises when birth control failed. Thinking about how we happily CHOSE to have those wanted yet surprise babies. 1/,Neutral to abortion rights/restrictions,0,1466523449593974784
472,RT Orgs like have met the needs of people seeking abortions for a long time. They listen to folks in their communities and are grounded in the lived experiences of their communities. Please support them instead of claiming to have new ideas to save abortion access,Strongly believe abortion should be legal,2,1471113395722240009
473,RT There is NO right to abortion in the Constitution.,Slightly believe abortion should be illegal,-1,1534606536084946948
474,Well I guess the next thing he did about Roe v Wade would be the first thing right? The last guy wanted his fucking wall he took it from pentagon funding. He didnt whine about two members of his own party and its happening on his watch and hes doing dick,Slightly believe abortion should be legal,1,1513609145139621888
475,No DEM URGES.. Not ALL.. I am behind blocking abortion after 16 weeks.. HOW ABOUT PUSHING MORE BIRTHCONTROL> IUD'S. NEVER here anything on that from DEMS> just KILL YOUR BABIES TILL BIRTH,Slightly believe abortion should be illegal,-1,1450195627003072512
476,"RT Although Trump downplayed abortion in 2016, voters w/ mostly pro-choice attitudes made up more than a fifth of his support in plenty of battleground states: 25% in Iowa 24% in Florida 24% in Pennsylvania 24% in Michigan 21% in Arizona 20% in Wisconsin 20% in Ohio",Neutral to abortion rights/restrictions,0,1466557629077983233
477,RT you cant be pro-choice and christian at the same time but you guys arent ready for that convo,Strongly believe abortion should be illegal,-2,1479829681264340995
478,"Most states in America have the most lax laws on drugs, abortion, teachers touching little kids. We've the most progressive tax system. The top 10% Americans pay almost all taxes, 50% pay nothing, the bottom 30% get paid by the top earners. The most progressive country on earth.",Strongly believe abortion should be legal,2,1520345405816377344
479,RT Oklahoma legislature passes more near-total abortion bans #JustTheNews ,Strongly believe abortion should be illegal,-2,1519800793825697793
480,"RT Oklahomas Republican legislature has enacted a bill making the performance of an abortion at any stage of pregnancy (other than to save the life of the mother) a felony punishable by up to ten years in prison along with a $100,000 fine ",Strongly believe abortion should be illegal,-2,1511713405937332231
481,"Is anyone forcing you to reproduce? Its 2021 and birth control, abstinence (or sex strikes), and having sex with women are all possible. There are your reproductive choices that prevent reproduction.",Slightly believe abortion should be illegal,-1,1451605441650200576
482,"Imagine seeking an abortion and being told that you need to wait for 5 more days. Y'know, just to think about it. is right: such a requirement is ""wrong, paternalistic, and outdated.""",Strongly believe abortion should be legal,2,1486268886949318658
483,"similarily penalized. Same for educational opportunities. So no, it's not about being pro-life. It's about anti-women's freedom to live their lives as they, not the government, choose. Rather like the Taliban, isn't it? /end",Strongly believe abortion should be legal,2,1463268299647684621
484,"RT *Insist on Black fealty *lousy schools *no school choice *abortion clinics *run down housing *no jobs *no investment *broken families Result: chronic health issues, poverty, crime, over-policing *issues created by Democrats, then exploited to get elected, decade after decade ",Strongly believe abortion should be illegal,-2,1463257556147658757
485,"RT Our hearts, minds, and solidarity are with the majority of Floridians who oppose extreme restrictions on abortion access. Thank you to everyone fighting against this draconian ban, the passage of which would impact the entire South: ",Strongly believe abortion should be legal,2,1489338028690706432
486,RT Tomorrow is #NoHumpDay and as long as we stick together plus keep finding new people and locations we can secure abortion rights. Which are women's rights. Which are human rights. Which shouldn't even have to be said aloud yet still they try to enslave us. #StrikeForChoice ,Strongly believe abortion should be legal,2,1486115092320043008
487,"RT If the Democrats dont do something to stop abortion rights backsliding 50 years while being in control of the presidency, senate, and house, theres going to be a couple generations of people who never bother to vote again, and I hardly blame them. Fucking hell.",Strongly believe abortion should be legal,2,1526324895088619537
488,"RT ""The idea [SCOTUS] would let this law sit there and not stop it is outrageous,"" says on Texas' new abo",Slightly believe abortion should be legal,1,1435029433681944577
489,"Abortion happens for a lot of different reasons, not just as a solution to failed birth control (which is not 100% effective). And the republicans are busy plotting agst birth control methods too. Maybe we should all move to Texas, since Abbott promised no more rapists there.",Slightly believe abortion should be legal,1,1523805831615365121
490,"RT https://t.co/B8O0qscP7g For religious right, abortion was a means to power as segregation lost ...",Neutral to abortion rights/restrictions,0,1522353242234966016
491,"Im not having a kid because i dont want that kid to grow up in a world where gun rights are more important than childrens lives. Further,why is a life in the womb more valuable than the life carrying it? If you want a pro-life society, it needs to be more than just pro-birth.",Strongly believe abortion should be legal,2,1467202391153856518
492,Get real. The majority of the worlds developed countries support abortion rights and cover the cost through healthcare. Its YOU who want to impose YOUR beliefs on the rest of us.,Strongly believe abortion should be legal,2,1524538018534760449
493,"RT this article incorrectly frames 15 week bans as a less extreme approach so let's make one thing clear - all abortion bans are extreme, and *any* pre viability bans have the same impact: decimating access at all stages of pregnancy ",Strongly believe abortion should be legal,2,1494794398512648202
494,RT California Senate Advances Newsom-Sponsored Gun Bill Modeled After Texas Abortion Law Democratic lawmakers approved the rule using the mechanism of the Texas abortion restriction for what they called something that keeps us safe and not #GunLaws ,Neutral to abortion rights/restrictions,0,1529591486991302656
495,"Alternatively, one can also point out the Repugnant Ugly of YOUR hypocrisy in spreading unverified info [text messages from an anonymous source that even RollingStone rejects] & the cruelty of trying to destroy a woman because she's a political opponent ",irrelevant or no opinion on abortion,99,1537279993558052866
496,Trust me one of these can change your life 1.Manhood enlargement 2.Remove abortion bad luck spells 4.Lost lover problems 6.Job promotion spell 8.Remove bad luck Please call or Whatsapp +27677171433,irrelevant or no opinion on abortion,99,1491024469527339010
497,"What happened to, ""My body, my choice.""? Or does that only apply to people who want to use abortion as birth control?",Slightly believe abortion should be illegal,-1,1447429626813460481
498,RT abortion is a blessing? no girl God doesnt bless sin. abortion saves lives? no girl a baby always dies. pregnancy kills,Strongly believe abortion should be illegal,-2,1443713301502955526
499,"RT But when it comes to abortion, you are all suddenly hardened disability advocates. Ive never seen the DUP pushing for",Neutral to abortion rights/restrictions,0,1471190298747449349
500,"Am I insane or is your tweet commenting more so on the difficulties in adoption to highlight the other side of ""pro-life"" that people may not consider. Many anti abortion protesters would cry out ""adoption!"" Without considering the real life implications.",Slightly believe abortion should be legal,1,1447341058568896512
501,"RT BREAKING Sen. Susan Collins wont support abortion-rights bill 'I support codifying Roe. Unfortunately the bill goes way beyond that. It would severely weaken the conscious exceptions that are in the current law,' Collins said ",Slightly believe abortion should be illegal,-1,1440812308700139522
502,"Complicit & Silent! ANOTHER INNOCENT 3y/o shot in her bed! AS USUAL,Not 1 peep out of you ADDRESS the Profoundly Lazy, Unemployed & Useless Gang Parasites,that have Infested & Ruined Chicago! Address BIRTH CONTROL!! Gang Failures SHOULDNT HAVE BABIES! GET EM OUT OF CHICAGO!",Strongly believe abortion should be legal,2,1533847211850842117
503,RT Every conservative Supreme Court justice lied under oath about their stance on abortion. They should be tried for perjury.,Strongly believe abortion should be legal,2,1540843451905892354
504,RT #ActForAbortion! 1. Donate to abortion funds: (@AbortionFunds) 2. Save indie clinics: (@KeepOurClinics) 3. Share abortion pill info: (@ShoutYrAbortion) 4. Pass the #WHPA: ,Strongly believe abortion should be legal,2,1491419659618643970
505,"RT 'Conservatives' who support abortion, same-sex marriage and transgender pronouns are not in any way conservative.",Strongly believe abortion should be illegal,-2,1504458891375128580
506,Where does fighting vaccine mandates and trying to orchestrate anti-abortion moves in parliament fit into that strategy ?,Slightly believe abortion should be legal,1,1468930735646068740
507,"RT imagine writing an article basically implying that repro CEOs who make six figures and dont interact with a single abortion patient care more about protecting access and providing care to patients thanthe people who do that every day, at enormous personal cost and on $16/hr",Strongly believe abortion should be legal,2,1536754004595814401
508,"Not murder? What would you call the vast majority of abortion cases, where the mothers life isnt in danger or extenuating circumstances like rape or incest? At this point you are advocating for pure evil.",Slightly believe abortion should be illegal,-1,1535081144026546177
509,"RT Justice Kavanaugh's neighbor is organizing the protest outside his home. Teacher Lacie Wooten-Holway declared ""Were about to get doomsday, so Im not going to be civil to that man at all. It is the license of the age of rage. ",Neutral to abortion rights/restrictions,0,1523787491513307137
510,Nice to see he has chosen an 'experienced ' person for THAT job. Abott can take over as Minister of Voter Supression and Secretary of the Anti-Choice and Anti-Trans Bureaus when he is done. What a douche!,Strongly believe abortion should be legal,2,1498289679296339978
511,The percentage of men who support abortion is higher than the percentage of White people who support it. Just sayin...,Neutral to abortion rights/restrictions,0,1485068981853642754
512,"Im gonna take a wild guess and say if they make abortion illegal, you wont change your opinion on it.",Neutral to abortion rights/restrictions,0,1466832611263885316
513,RT Absolutely here for the SuperBowl is actually about abortion access energy. ,Neutral to abortion rights/restrictions,0,1493007933118029827
514,"RT Since anti-abortion is predicated upon Christian beliefs, anti-abortionists are violating the First Amendment right to freedom of religion by denying abortions to people who don't share their religious beliefs. #AbortionIsHealthcare #HocusPocusSCOTUS",Strongly believe abortion should be legal,2,1466158277000151046
515,This incident occurred in Mexico three years ago. Something to do with abortion clinics.,Neutral to abortion rights/restrictions,0,1456071563334373377
516,"An increase in the number of failures. But even if I 3x the number of possible contraceptive failure, it still doesn't make it anywhere near the majority. I acknowledge, freak accidents can occur, but can you acknowledge, that most unplanned pregnancies are do not fall into those",Neutral to abortion rights/restrictions,0,1452906516894257154
517,"For people who are pro-life its the same thing. If you dont think dont kill your 15-year-old child, as controlling women, then neither is the pro-life position on abortion.",Neutral to abortion rights/restrictions,0,1501712978638426119
518,RT Abortion harms women. Abortion harms women. Abortion harms women.,Strongly believe abortion should be illegal,-2,1457004506529603589
519,"RT I stand with women today at 2021 Womens Marches. I will continue to support reproductive rights, equal pay for equal work, and voting rights. I am committed to passing legislation that eliminates the systematic barriers that reinforce inequality. #WomensMarch2021 #Chicago",Slightly believe abortion should be legal,1,1444414515517526022
520,Thats exactly why Im not at work. It make it no better I took my second birth control shot yesterdaymy body feel weak,Slightly believe abortion should be legal,1,1510232839689850883
521,Another one insisting that sex is for procreation only & not pleasure. Obviously what she tells herself to ease her disappointment & what she tells her husband to sooth his ego! She shouldn't be trying to restrict other women's reproductive rights as part of that stance though,Slightly believe abortion should be legal,1,1510249520629792768
522,"10/17 (3) With the act of abortion in the homicide code and the homicide code as standing precedent, any exceptions for abortion are bad law (are oppressive or cause injustice to a particular class of people) and superfluous loopholes to exploit for the murder-minded.",Strongly believe abortion should be illegal,-2,1532476942955470848
523,"They may argue that if the mothers life is in danger, then having an abortion preserves the health or life of the mother. My argument is that these are a very small minority of abortion cases. Most do not involve a threat to the mothers life or health.",Strongly believe abortion should be illegal,-2,1516825941850341385
524,"RT Are you mad about the Supreme Court? Then make a difference TODAY! Join me at 7 PM Eastern as we raise money for a tough woman who is taking on an anti-abortion Democrat. Her primary is coming up in 21 days. With our help, she can win! ",Strongly believe abortion should be legal,2,1522353303069216769
525,RT Allowing abortions up to 28 days AFTER birth is depraved. Its disturbing. And a bill to do just that is being passed in California right now. Were planning to testify NEXT WEEK before a key committee in opposition to this bill. Join us. Sign now. ,Slightly believe abortion should be illegal,-1,1539615163266899969
526,"RT In vetoing the blatantly anti-abortion provisions inserted by legislative Republicans, put people before po",Strongly believe abortion should be legal,2,1443320653092958209
527,"RT Americans want Congress to protect abortion rights, pass gun reform, raise the minimum wage, expand voting rights, take action on climate, and so much more. The only thing standing in the way is the filibuster. Abolish it.",Slightly believe abortion should be legal,1,1539627035043045376
528,"Women do! But they still get pregnant. Birth control fails all the time. Yes, wearing a mask helps prevent the spread of particles. Its not 100% effective, but it helps. Im not talking about masks right now anyways ",Slightly believe abortion should be legal,1,1442561232288972803
529,"Personally, I'd rather have abortion legal, but rarely used, than abortion illegal, but still happening (because it's still going to happen when illegal). There are policies that truly limit abortion, but they are considered more on the liberal side, so folks don't want it.",Strongly believe abortion should be legal,2,1506569458046885893
530,RT Nobody is happy or excited about getting an abortion. Its traumatic and often not actually by choice. Would you penalize a woman who just had a miscarriage?,Slightly believe abortion should be legal,1,1433213119703232512
531,"Why should we protect babies that a) not only require attention and time but b) remind the parent of their abuse? It's either put them for adoption or abortion but seeing as how adopted kids get abused sometimes in their new home, I don't think woman want that.",Strongly believe abortion should be legal,2,1519770603242274818
532,Ya but it's not a child in the abortion process. It's a fetus. It's different...personhood not established. And it's the bodily autonomy of the woman...of course it matters. Again one has personhood the other doesn't,Strongly believe abortion should be legal,2,1467217982778707972
533,"RT Please keep in your prayers, especially for the continued virtue of fortitude. The onslaught from the pro-abortion crowd will be vicious. Pray also for all bishops in the Church, that they too may have the courage to stand up to the culture of death.",Strongly believe abortion should be illegal,-2,1527757502103932928
534,"Just saw him yesterday teaming up with an anti-abortion group, PreBorn",Neutral to abortion rights/restrictions,0,1494097415212781568
535,Democrats are for abortion for same sex marriage anything against god and its Republicans that go against god teaching what a moron,Slightly believe abortion should be illegal,-1,1461767258032775168
536,"RT - Arkansas GOP trigger law would make it a felony to obtain an abortion - North Dakota GOP Gov. pledges a special legislative session to pass new abortion restrictions - Oklahoma GOP passes Texas-style abortion ""Bounty Hunter"" law",Strongly believe abortion should be illegal,-2,1523809930477809665
537,"RT We, at this point in time, are too complacent. We are seeing, Abortion rights Racism Fascism Corruption being flouted, with no pushback, no plan, no outrage. Are we accepting minority rule? Have we given up? If Republicans are voted back into power, I believe we have.",Strongly believe abortion should be legal,2,1515823566255792131
538,"The WHPA would protect the right to access abortion care throughout the US. It would also create a national safeguard against abortion bansincluding the current ban in Texasand medically unnecessary restrictions (such as mandatory waiting periods, biased counseling, and more.",Strongly believe abortion should be legal,2,1498331612853030912
539,"You don't get to define terms. Abortion for medical necessity is still an abortion, and is also something many forced birthers are opposed to.",Strongly believe abortion should be legal,2,1495352534931804162
540,"hey amanda I bet you were super thrilled that gave you the abortion story this morning huh, Whats next for you I wonder. In deep at 6 and 11: The benefits of open borders and UBI for all? haha",irrelevant or no opinion on abortion,99,1535233194902970369
541,Abortion is mens way of controlling women and women buy into it. Ive heard too many stories of woman getting their abortion upon their boyfriends demands and than they are dumped for another victim.,Slightly believe abortion should be illegal,-1,1485269925996417026
542,RT Opinionby @BZWriter How much value do we put on a fetus? This is a question that those on the left generally refuse to answer because it requires them to understand that many of their beliefs and demands related to #Abortion are irrational. ,Strongly believe abortion should be illegal,-2,1526600661902712832
543,RT I dont think Democrats need agenda advice from the guy who ran as anti-abortion and pro-NRA for most of his careerand Tim Ryan as a career Democrat cant just decide now he isnt. ,irrelevant or no opinion on abortion,99,1484579907745333253
544,They were probably doing to be losers anyway is a pretty weak justification for abortion.,Strongly believe abortion should be illegal,-2,1541568578578677763
545,"I believe from what I have read that's what it's supposed to do with the use of nanoparticles in order to control people, having researched what fucci was upto using dogs for experiment and embryos from abortion he is a very evil imbecile.",Neutral to abortion rights/restrictions,0,1453090962323001349
546,RT He has zero to do with it. Apparently you know nothing about the state you live in nor it's constitution. This is just empty pandering to baby killers.,Strongly believe abortion should be illegal,-2,1526315755133734912
547,"RT In addition to the much needed COVID funding, bills on voting rights, health care, environment, taxes, gun curbs, abortion rights, policing tactics and an investigation of the 2021 Capitol storming are also Republican victims ",Slightly believe abortion should be legal,1,1532289303962865665
548,RT The five pro-abortion protesters are calling it a night. They marched around Judge Barretts home for about 10 minutes. I asked if they wanted to give a comment to the press about why they came. They quickly said no. ,Neutral to abortion rights/restrictions,0,1525624206288793601
549,Women have died in other countries where abortion is illegal. That is also murder and that's why these decisions should be left between a woman & her doctor,Strongly believe abortion should be legal,2,1468383821880078339
550,RT Its disappointing that we didnt see all 9 justices agree to strike down the six-,Slightly believe abortion should be legal,1,1472691374642266116
551,"Their support and encouragement for the BLM riots and their support of Pro-Abortion terrorist actions. Even support for protesting the SCOTUS and its Justices is illegal under federal law but, democrats don't give a shit. 18 USC Sec. 1507",Slightly believe abortion should be illegal,-1,1539458789216247809
552,"RT Our mission is to protect and promote the culture of #life, #religiousliberty, and traditional family values. We support the #FirstAmendment, the rule of law, and most importantly, we are dedicated to the pro-life movement from conception until natural death. ",Strongly believe abortion should be illegal,-2,1445195429692383233
553,"RT CALLING ALL REPRODUCTIVE RIGHTS WARRIORS! Join us TONIGHT, January 26, for Janes Army to discuss the current war on #ReproductiveRights in IL & what you can do about it! Register now at https://t.co/pHqcC9tP5c #LiberateAbortion ",Strongly believe abortion should be legal,2,1486360446294761477
554,"Huh? Oh, Islam is one of my false religions. Truth is, I can find good abortions, but no Jews, so basically both covenants are void. If you're saved an abortion did it. I don't save. Living God is Sin, but Just. Who knew?",Slightly believe abortion should be legal,1,1531109053153169409
555,RT Thousands rally for abortion rights at Fort Worth WomensMarch ,Strongly believe abortion should be legal,2,1444437602497556480
556,RT The HSE are trying to push for free contraceptive for 17- 25 year olds in todays budget. I didnt realise women stopped being fertile after 25 but well take what we can get. #Budget2022,Slightly believe abortion should be legal,1,1448018766323929097
557,"RT AG Merrick Garland, touted by Dems for a Supreme Court seat as an honest and dedicated jurist, is just another political hack as AG. Hes not enforcing Fed Law on abortion demonstrators, and not appointing a Special Prosecutor to investigate the laptop scandal involving Biden.",Slightly believe abortion should be illegal,-1,1526334956003270659
558,"Since Joe Manchin doesn't have a uterus, he won't need safe access to an abortion after he goes and fucks himself.",Slightly believe abortion should be legal,1,1498812951007952899
559,"RT So, having looked into it further. (Via a late-term abortion clinic website, not a pro-life/pro-choice foundation) They do happen, just, extremely rarely and it would seem always for humane/medical reasons. That said, if you're going to deny women choice 1/2",Slightly believe abortion should be legal,1,1541205167990870019
560,"Making this precious day about being pro-life, disgusting. If only the GOP would care as much about kids after their born and before.",Slightly believe abortion should be legal,1,1506018869894295552
561,"RT Almost every person I spoke with on the themes of domestic violence, reproductive rights, class, and divorce was able to",irrelevant or no opinion on abortion,99,1445787145076097025
562,"RT GOOD NEWS! We know this isnt the end but thank you to everyone who continued to fight for Kentuckians' right to safe, legal abortion. ",Strongly believe abortion should be legal,2,1512564454197714954
563,"It's not clear who had the abortion or who died. I'm wondering if Herrera assisted someone to induce their own abortion, and that person died.",Neutral to abortion rights/restrictions,0,1512564932147093514
564,RT Right now outside St. Patricks Cathedral - is bringing the WOMENS RIGHTS ARE IN A STATE OF EMERGENCY!! Dont Let the Supreme Court Decimate Abortion Rights! #RiseUp4AbortionRights Find a protest & sign-up: Follow: ,Strongly believe abortion should be legal,2,1498037344351539207
565,I agree. I'm pro-choice. Do whatever you feel is right but don't force or judge others. Each to their own.,Strongly believe abortion should be legal,2,1487441264161087488
566,RT Wanna support abortion access AND have a good old time? Come to the fundraiser on Saturday and bring your dollar bills!! ,Strongly believe abortion should be legal,2,1540040002683699200
567,"RT Excited to reveal Prof. Charles Ngwena from as the keynote speaker at the 2nd Annual National Dialogue on Sexual and Reproductive Health and Rights Fri 19th Nov 2021. He will be speaking on ""Decolonising Health, Human Rights and SRHR in Uganda"" #SRHRDialogue21 ",Neutral to abortion rights/restrictions,0,1460216186071924742
568,"RT Black women, please Read 'Killing the Black Body,' a book that details the history of medical mistreatment of Black people. Norplant and Depo are specifically mentioned. They are dangerous and constantly offered to us to control birth rates.",Neutral to abortion rights/restrictions,0,1502295804140306443
569,"2/3 answers. In disciple-making, it becomes formulaic. In theology, it becomes a series of syllogisms. This shows up on issues like race/abortion that are not solved merely by changing laws. In spiritual formation, which is not the outcome of a programpeople are too complex.",Neutral to abortion rights/restrictions,0,1492584462831521803
570,"Easy answer, abortion is good, therefor any argument against it is valid, cognitive dissonance is ignored.",Slightly believe abortion should be legal,1,1486152421428674565
571,"Your comments are incredibly misleading. My sentiments don't contradict the thread or article. In fact, from the original tweet, ""They say its not a replacement for abortion rights.""",Slightly believe abortion should be legal,1,1525235296090083328
572,"Note that the choice to have children is part of being pro-choice, and that you won't get any help with actually making that feasible from the supposedly pro-life conservatives. They never cared about protecting the kids, only controlling the women.",Strongly believe abortion should be legal,2,1464938303787048963
573,Like Dems praising Pence literally a week before he was calling for a national abortion ban. Holy shit.,Slightly believe abortion should be legal,1,1541902321881419777
574,Imagine un-ironically using moral high ground and abortion in the same sentence.,Slightly believe abortion should be illegal,-1,1531334343729287168
575,"The point is that denying someone communion for supporting abortion is about theological doctrine, not politics.",Slightly believe abortion should be illegal,-1,1528750323497582593
576,Quit being selfish and the TX abortion ban wouldnt be necessary.,Slightly believe abortion should be illegal,-1,1445221827735744512
577,RT Laws restricting abortion may also limit options for people who miscarry via @shefalil,Slightly believe abortion should be illegal,-1,1487195832168374278
578,Their own Bible says use abortion for cheating women numbers 22-24 and the Bible also says life starts at first breath. They arent even pro life because once your born they pretty much say fuck you,Strongly believe abortion should be illegal,-2,1528854536827580416
579,"RT Let's assume that the baby's group is Rh-positive, your body and cells will approach the Rh-positive protein as a foreign body If blood cells from your baby cross your bloodstream, which can happen during pregnancy, labor, and delivery, or during an abortion or a miscarriage",Neutral to abortion rights/restrictions,0,1455220781496029190
580,"RT And if you're saying 'okay, yeah, but it's really about abortion,' maybe it is. But you know what else depends upon the constitutional right to privacy? How about the case which established that right to privacy, Griswold v. CT? 7/",Neutral to abortion rights/restrictions,0,1439359137318457349
581,"It's not enough in Oklahoma to remove the option of abortion. They now prosecute women for being unsuccessful/flawed gestational units. Yeah, ""gestational units"". That is truly all they see women as being. ",Strongly believe abortion should be legal,2,1449384771407290373
582,"As a matter of fact, I was that child that had an irresponsible mother on drugs & other matters. I personally know of instances where abortion cause greater harm to mental health. So it's not as simple as mind own business. It has great societal impacts & needs to be addressed",Slightly believe abortion should be illegal,-1,1499499712608497677
583,"RT It sounds to me like you're looking for a scapegoat when the dems get rinsed in November. Heaven forbid the dems look to their platform and act on it rather than pander to the right and support pro-life dems. No, it must be those pesky lefties.",Neutral to abortion rights/restrictions,0,1531819143217004546
584,"RT WA state could see a 385% increase in patients seeking out-of-state abortion care if #RoeVWade is overturnedmaking it harder for patients in WA to get the care they need. We've got to do everything we can to protect the right to abortion for everyone, no matter their zip code.",Strongly believe abortion should be legal,2,1505995047627792385
585,"I remember as a child when TV wud always bark abt Hum Do Humaare Do, then they suggested abortion also as a safe option to control population & avoid unwanted children ",Slightly believe abortion should be illegal,-1,1497216705382203393
586,"Amd that is going to change. Thanks to the precedent of overthrowing Roe v Wade. Thanks, conservatives!",Neutral to abortion rights/restrictions,0,1538466016900030465
587,"RT In the first 3 months of 2022, over 80% of abortion seekers who contacted the Chicago Abortion Fund were living outside the state of IllinoisReceiving 100s of calls per month, is presently on a years-long streak of helping every caller. (2/2)",Strongly believe abortion should be legal,2,1538544047588904960
588,RT Planned Parenthood of Michigan is attempting to strike down our states existing full abortion ban that will go into effect if Roe overturns. They seek to make abortion legal to the moment of birthAND codify abortion in our state constitution. Lets fight PP & save the babies.,Strongly believe abortion should be legal,2,1504164512005455876
589,"RT In [Pro-Choice Mississippi] v. Fordice, the Mississippi Supreme Court held that abortion is protected within the penumbras of the right to privacy under the Mississippi Constitution,"" the Jackson Women's Health Organization's lawsuit says. ",Strongly believe abortion should be legal,2,1541559553128628224
590,RT Fck everyone who said #RoeVWade was never under threat. That Democrats were just overreacting. Fck American Taliban They're Pro-life until its born #ProLife #GOPWarOnWomen #WomensRights #GOPHandsmaidsTale #GOPHatesWomen ,Strongly believe abortion should be legal,2,1521638064870801410
591,Wont matter if they take the house and senate enough to override a veto and pass an abortion ban countrywide.,Neutral to abortion rights/restrictions,0,1470051019166035969
592,Im stunned. I did not see government going that far. I have so many conflicting feelings about this topic. Im not pro abortion but Im not completely anti either. It should definitely not be taken lightly and there should be limits on how far along. This law wont stop it. Sad,Slightly believe abortion should be illegal,-1,1527773079040151556
593,"RT Texas places a $10,000 BOUNTY on anyone participating or assisting in unlawful abortion following the new law on post-six week terminations. You read this right. A bounty. There is an actual pro-life whistle-blower website. Why do you hate women so much, Texas? Are you ok?",Strongly believe abortion should be legal,2,1433942215114567682
594,"No state has banned abortion, no state has banned birth control. Your argument is based on lies because you got nothing else",Neutral to abortion rights/restrictions,0,1537682056276086784
595,RT inherent to horror is the idea that no one is free if the body isn't free nothing more terrifying that autonomy over flesh and bones taken away. so it's no wonder these anti-choice bills are lined with antidemocratic thought. ,Slightly believe abortion should be legal,1,1523439477670047744
596,"Even if we could prove when exactly fetuses are ensouled, it wouldn't necessarily follow that you could licitly procure an abortion prior to that moment. It would still be seriously disordered act.",Strongly believe abortion should be illegal,-2,1479698418607878146
597,"RT Why though? I've read a bit about the terminology around abortion and studies have shown how using TOP has the opposite effect. It pushes the narrative that ""abortion"" is dirty and something to be ashamed of & covered. It's also inaccurate coz a live birth can be considered a TOP ",Slightly believe abortion should be legal,1,1450530625249849344
598,All in for abortion if you raise the minimum age to 45.,Slightly believe abortion should be legal,1,1524880599478988800
599,"RT Gov.-elect Glenn Youngkin says he would entertain certain antiabortion legislation next year, but it is not part of his day one agenda. Gun rights appear to be on the back burner, too. ",Slightly believe abortion should be illegal,-1,1464960253624209412
600,Since when can birth control cause death?! Im a lesbian and have been single a long time but I take birth control because it has saved me from the horrible side effects of menstruating. Theres a lot of things birth control treats other than preventing pregnancy.,Slightly believe abortion should be legal,1,1532918080447340546
601,Do you think an abortion ban will stop women from getting an abortion?,Neutral to abortion rights/restrictions,0,1529937888137428993
602,RT THE DEMOCRAT DEMONS ARE STILL TRYING TO KILL AMERICAN CITIZENS IN THE WOMB. STOP THIS HELLISH LEGISLATION NOW! @GOPLead,Strongly believe abortion should be illegal,-2,1498437074625699848
603,RT Some of the same people at the Insurrection have been harassing and targeting our members outside clinics for years. We mean it when we say that threats that target abortion clinic staff and patients are another form of hate and violence inflicted by white supremacists. ,Slightly believe abortion should be legal,1,1479197499890020357
604,. I am not anti early abortion. Both I and the other nurse present were extremely upset. No sign of the Consultant who started it off of course. I actually think of that baby every July 1st. Wont say year in case it identifies the woman,Slightly believe abortion should be illegal,-1,1486676473805258757
605,But this isnt about attacking. You said God is ok with abortion. Im asking how you determined that?,Neutral to abortion rights/restrictions,0,1513618070144634882
606,This woman is a judge and she cannot offer her opinions or thoughts on viability of an unborn baby on live television. ,Neutral to abortion rights/restrictions,0,1507001225904115717
607,"Nope. No baby is ever obliterated by an abortion. If you want people to take your moralizing seriously, perhaps dont start with a faulty premise.",Neutral to abortion rights/restrictions,0,1445851882388398080
608,RT This should be part speeches for Every. Single. Dem. running for election: Republicans voted against Expanding access to Baby Formula Stopping Oil Companies from Price Gouging on Gas Funding Ukraine Voted against support for NATO Blocked legislation to uphold Roe V Wade Etc...,irrelevant or no opinion on abortion,99,1528073197408686080
609,"the babies. Come on, if they switched positions (DNC and GOP on abortion) I GUARANTEE they don't go Dem. Yes maybe there's a few pure one issue voters out there but I'm yet to find any",irrelevant or no opinion on abortion,99,1469009795797684231
610,"RT In his previous term, Gov. McAuliffe vetoed several bills that threatened reproductive rights & the rights of LGBTQ people",Slightly believe abortion should be legal,1,1446610965185892354
